Saiki Kusuo no Éµ-nan: Kanketsu-hen	8.21	4.5536498861891905
Sakigake!! Cromartie Koukou	7.9	6.830474829283785
Sakura-sou no Pet na Kanojo	8.1	7.423722696233415
Sayonara Zetsubou Sensei	7.87	7.55364988618919
School Rumble	7.9	6.330474829283785
School Rumble Ni Gakki	7.99	6.330474829283785
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai	8.26	7.718997350450924
Seitokai no Ichizon	7.32	6.220316552855857
Seitokai no Ichizon Lv.2	7.35	6.330474829283785
Sen to Chihiro no Kamikakushi	8.78	7.533047482928379
Serial Experiments Lain	8.07	5.522992808366796
Seto no Hanayome	7.68	6.665237414641893
Sewayaki Kitsune no Senko-san	7.34	4.9321899317135145
Shakugan no Shana	7.46	6.55364988618919
Shakugan no Shana II (Second)	7.56	6.220316552855857
Shakugan no Shana III (Final)	7.52	5.5536498861891905
Shelter (Music)	8.31	7.066094965856757
Shigatsu wa Kimi no Uso	8.66	8.203386092142644
Shiguang Dailiren	8.78	8.777396643904504
Shijou Saikyou no Daimaou, Murabito A ni Tensei suru	6.26	4.165237414641893
Shijou Saikyou no Deshi Kenichi	8.06	6.55364988618919
Shijou Saikyou no Deshi Kenichi OVA	7.89	6.886983219522524
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai	7.25	6.380135665509653
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru	7.5	6.073438850951952
Shingeki no Kyojin	8.53	7.317188078979408
Shingeki no Kyojin Season 2	8.5	7.147830536587087
Shingeki no Kyojin Season 3	8.62	7.6440633105711715
Shingeki no Kyojin Season 3 Part 2	9.06	8.510729977237837
Shingeki no Kyojin: The Final Season	8.82	7.423722696233415
Shingeki no Kyojin: The Final Season Part 2	8.79	7.832618707320947
Shinmai Maou no Testament	6.72	4.165237414641893
Shinsekai yori	8.3	6.332189931713515
Shokei Shoujo no Virgin Road	6.82	4.915237414641893
Shokugeki no Souma	8.17	7.060086332597051
Shokugeki no Souma: Ni no Sara	8.1	6.740105517618619
Shokugeki no Souma: San no Sara	8.02	6.466094965856757
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen	7.97	5.966094965856757
Shokugeki no Souma: Shin no Sara	7.75	5.957618707320947
Shoujo Shuumatsu Ryokou	8.2	6.406772184285286
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?	7.68	5.132189931713515
Sono Bisque Doll wa Koi wo Suru	8.3	6.605540878051597
Spy x Family	8.74	8.24531313992461
Steins;Gate	9.08	8.718997350450925
Steins;Gate 0	8.52	7.605540878051597
Steins;Gate Movie: Fuka Ryouiki no D j  vu	8.46	7.332618707320947
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero	8.25	6.610158276427929
Steins;Gate: Oukoubakko no Poriomania	8.29	7.1660949658567565
Steins;Gate: Soumei Eichi no Cognitive Computing	7.41	4.915237414641893
Strawberry Panic	7.28	4.330474829283785
Strike the Blood	7.05	6.443491609761262
Strike the Blood II	6.99	5.330474829283785
Strike the Blood III	7.02	5.330474829283785
Suzumiya Haruhi no Shoushitsu	8.61	7.082618707320947
Suzumiya Haruhi no Yuuutsu	7.83	6.207618707320947
Suzumiya Haruhi no Yuuutsu (2009)	7.22	5.957618707320947
Sword Art Online	7.2	5.370052758809309
Sword Art Online II	6.7	5.244063310571172
Sword Art Online: Alicization	7.56	6.166094965856757
Sword Art Online: Alicization - War of Underworld	7.58	5.406772184285286
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria	8.01	6.973919204505198
Tasogare Otome x Amnesia	7.83	5.165237414641893
Tate no Yuusha no Nariagari	8	6.696449968960688
Tate no Yuusha no Nariagari Season 2	6.56	3.9321899317135145
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari	6.34	5.415237414641893
Tengen Toppa Gurren Lagann	8.63	7.97174580488063
Tensai Ouji no Akaji Kokka Saisei Jutsu	7.4	5.443491609761263
Tensei shitara Slime Datta Ken	8.13	7.547210689897684
Tensei shitara Slime Datta Ken 2nd Season	8.4	7.332813605324325
The Last: Naruto the Movie	7.78	7.332189931713515
To LOVE-Ru	7	6.932189931713515
To LOVE-Ru Darkness	7.44	7.332189931713515
To LOVE-Ru Darkness 2nd	7.45	7.165237414641893
To LOVE-Ru Darkness 2nd OVA	7.53	6.330474829283785
To LOVE-Ru Darkness 2nd Specials	7.57	7.220316552855857
To LOVE-Ru OVA	7.27	7.165237414641893
Toaru Kagaku no Railgun	7.67	6.886983219522524
Toaru Kagaku no Railgun S	8.03	4.5536498861891905
Toaru Kagaku no Railgun T	8.19	6.830474829283785
Toaru Majutsu no Index	7.37	6.610158276427929
Toaru Majutsu no Index II	7.54	5.220316552855857
Toki wo Kakeru Shoujo	8.12	6.888412471547297
Tokyo Ghoul	7.79	6.743149973735967
Tokyo Ghoul Å„A	7.03	5.1660949658567565
Tokyo Revengers	8.07	7.276824943094595
Tomodachi Game	7.71	4.665237414641893
Tonikaku Kawaii	7.91	6.295661073174174
Toradora!	8.1	7.3107299772378385
Trinity Seven	7.07	5.522992808366796
Tsuki ga Michibiku Isekai Douchuu	7.72	5.943491609761262
Tsukimonogatari	8.1	6.966094965856756
Uchouten Kazoku	7.85	4.886983219522524
Uchouten Kazoku 2	8.1	4.886983219522524
Uchuu Senkan Yamato 2199	8.33	6.830474829283785
Vinland Saga	8.73	7.332813605324325
Violet Evergarden	8.67	8.46004522183655
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou	8.41	7.589303819889814
Violet Evergarden Movie	8.93	7.041309353660473
Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!	6.79	4.532189931713515
Wonder Egg Priority	7.68	4.707618707320947
Wotaku ni Koi wa Muzukashii	7.95	7.592274981031531
Yagate Kimi ni Naru	7.91	6.966094965856756
Yahari Ore no Seishun Love Comedy wa Machigatteiru.	8.01	7.203386092142642
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan	8.37	7.22174580488063
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku	8.22	7.703386092142642
Yakusoku no Neverland	8.53	7.814497203253754
Yamada-kun to 7-nin no Majo	7.56	6.295661073174174
Yojouhan Shinwa Taikei	8.57	7.415237414641893
Yojouhan Shinwa Taikei Specials	6.3	5.330474829283785
Yoru wa Mijikashi Arukeyo Otome	8.19	7.886983219522524
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e	7.86	6.204688435274429
Yuragi-sou no Yuuna-san	7.01	6.330474829283785
Yuusha, Yamemasu	7.05	4.665237414641893
Zero no Tsukaima	7.24	6.457618707320947
Zetsuen no Tempest	7.92	6.732189931713515
Zoku Sayonara Zetsubou Sensei	7.9	7.55364988618919
86 Part 2	8.71	8.380135665509652
Aho Girl	6.77	5.276824943094596
Ajin	7.41	4.415237414641893
Ajin Part 2	7.59	3.5536498861891905
Akudama Drive	7.61	6.951564236938224
Ao no Exorcist: Kyoto Fujouou-hen	7.36	5.532189931713515
Appare-Ranman!	7.27	6.886983219522524
Arifureta Shokugyou de Sekai Saikyou	6.68	4.951564236938224
Arifureta Shokugyou de Sekai Saikyou 2nd Season	7.2	3.6652374146418927
Bakemono no Ko	8.26	4.886983219522524
Beelzebub	7.87	6.220316552855857
BNA	7.36	7.132189931713515
Boku no Hero Academia 5th Season	7.41	4.665237414641893
Boku no Hero Academia the Movie 1: Futari no Hero	7.57	6.207618707320947
Boku no Hero Academia the Movie 2: Heroes:Rising	8	6.23727852265251
Btooom!	7.3	5.165237414641893
Bungou Stray Dogs 2nd Season	8.2	6.808707094081082
Bungou Stray Dogs 3rd Season	8.22	6.443491609761262
